cut,n,k,p,kp,M,alpha,T,beta,gain,depth,level,seed,acc,margin,spread,floor,Q
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,2,45,1.000000,11.684896,0.016089,0.012500,0.003634
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,3,45,1.000000,10.123437,0.015444,0.012500,0.002981
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,4,45,1.000000,8.975521,0.015726,0.012500,0.003267
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,5,45,1.000000,7.831250,0.015242,0.012500,0.002777
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,1,46,1.000000,15.700521,0.013145,0.012500,0.000653
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,2,46,1.000000,12.066667,0.015081,0.012500,0.002613
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,3,46,1.000000,9.638542,0.018105,0.012500,0.005676
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,4,46,1.000000,9.621354,0.015202,0.012500,0.002736
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.224745,1.5000,5,5,46,1.000000,8.735938,0.015645,0.012500,0.003185
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,1,44,1.000000,15.722396,0.014113,0.012500,0.001633
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,2,44,1.000000,12.161458,0.017661,0.012500,0.005227
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,3,44,1.000000,11.260938,0.016694,0.012500,0.004247
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,4,44,1.000000,10.468229,0.015282,0.012500,0.002817
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,5,44,1.000000,8.765104,0.017097,0.012500,0.004655
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,1,45,1.000000,16.102083,0.015524,0.012500,0.003062
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,2,45,1.000000,11.988542,0.017984,0.012500,0.005553
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,3,45,1.000000,12.066146,0.015645,0.012500,0.003185
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,4,45,1.000000,9.058891,0.015847,0.012500,0.003389
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,5,45,1.000000,9.733854,0.014960,0.012500,0.002491
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,1,46,1.000000,15.552083,0.013548,0.012500,0.001062
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,2,46,1.000000,12.390104,0.014919,0.012500,0.002450
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,3,46,1.000000,10.491220,0.017702,0.012500,0.005267
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,4,46,1.000000,9.476042,0.017056,0.012500,0.004614
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.264911,1.6000,5,5,46,1.000000,9.575781,0.017258,0.012500,0.004818
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,1,44,1.000000,14.971875,0.015363,0.012500,0.002899
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,2,44,1.000000,11.581101,0.017016,0.012500,0.004573
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,3,44,1.000000,10.978943,0.018427,0.012500,0.006002
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,4,44,1.000000,11.851042,0.016976,0.012500,0.004532
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,5,44,1.000000,10.357292,0.017016,0.012500,0.004573
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,1,45,1.000000,15.957812,0.016331,0.012500,0.003879
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,2,45,1.000000,12.539955,0.015927,0.012500,0.003471
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,3,45,1.000000,11.077530,0.016774,0.012500,0.004328
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,4,45,1.000000,10.762500,0.016653,0.012500,0.004206
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,5,45,1.000000,9.092708,0.019073,0.012500,0.006656
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,1,46,1.000000,15.515625,0.015323,0.012500,0.002858
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,2,46,1.000000,12.742188,0.016613,0.012500,0.004165
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,3,46,1.000000,11.639062,0.017863,0.012500,0.005431
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,4,46,1.000000,11.613542,0.016895,0.012500,0.004451
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.303840,1.7000,5,5,46,1.000000,9.795610,0.015847,0.012500,0.003389
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,1,44,1.000000,14.014062,0.017097,0.012500,0.004655
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,2,44,1.000000,11.216964,0.019073,0.012500,0.006656
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,3,44,1.000000,11.209896,0.019556,0.012500,0.007146
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,4,44,1.000000,11.618229,0.018105,0.012500,0.005676
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,5,44,1.000000,10.224330,0.017258,0.012500,0.004818
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,1,45,1.000000,14.444271,0.017621,0.012500,0.005186
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,2,45,1.000000,11.910417,0.018427,0.012500,0.006002
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,3,45,1.000000,10.861458,0.018306,0.012500,0.005880
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,4,45,1.000000,10.353832,0.017823,0.012500,0.005390
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,5,45,1.000000,9.529985,0.019597,0.012500,0.007187
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,1,46,1.000000,14.710417,0.016694,0.012500,0.004247
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,2,46,1.000000,13.941667,0.016895,0.012500,0.004451
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,3,46,1.000000,11.986979,0.017944,0.012500,0.005512
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,4,46,1.000000,10.536830,0.019194,0.012500,0.006778
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.334166,1.7800,5,5,46,1.000000,10.973437,0.017258,0.012500,0.004818
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,1,44,1.000000,13.858854,0.016532,0.012500,0.004083
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,2,44,1.000000,11.927046,0.018871,0.012500,0.006452
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,3,44,1.000000,11.880506,0.019032,0.012500,0.006615
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,4,44,1.000000,12.348437,0.016290,0.012500,0.003838
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,5,44,1.000000,11.460417,0.018347,0.012500,0.005921
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,1,45,1.000000,15.133333,0.016855,0.012500,0.004410
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,2,45,1.000000,12.169345,0.018508,0.012500,0.006084
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,3,45,1.000000,10.886458,0.020161,0.012500,0.007758
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,4,45,1.000000,11.157813,0.017298,0.012500,0.004859
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,5,45,1.000000,10.505208,0.018347,0.012500,0.005921
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,1,46,1.000000,13.413021,0.016210,0.012500,0.003757
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,2,46,1.000000,11.598958,0.017500,0.012500,0.005063
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,3,46,1.000000,11.094792,0.018589,0.012500,0.006166
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,4,46,1.000000,9.900967,0.018952,0.012500,0.006533
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.356466,1.8400,5,5,46,1.000000,11.025521,0.016734,0.012500,0.004287
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,1,44,1.000000,14.283854,0.017056,0.012500,0.004614
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,2,44,1.000000,11.639062,0.018790,0.012500,0.006370
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,3,44,1.000000,11.478646,0.017823,0.012500,0.005390
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,4,44,1.000000,11.421181,0.017339,0.012500,0.004900
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,5,44,1.000000,9.611272,0.018468,0.012500,0.006043
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,1,45,1.000000,13.576562,0.018347,0.012500,0.005921
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,2,45,1.000000,11.691741,0.020363,0.012500,0.007962
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,3,45,1.000000,11.232292,0.018468,0.012500,0.006043
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,4,45,1.000000,10.223326,0.021008,0.012500,0.008616
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,5,45,1.000000,10.368229,0.020000,0.012500,0.007595
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,1,46,1.000000,13.826562,0.017298,0.012500,0.004859
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,2,46,1.000000,11.931250,0.019435,0.012500,0.007023
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,3,46,1.000000,10.545536,0.019758,0.012500,0.007350
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,4,46,1.000000,9.814583,0.019113,0.012500,0.006697
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.378405,1.9000,5,5,46,1.000000,9.971875,0.020444,0.012500,0.008044
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,1,44,1.000000,14.412500,0.016976,0.012500,0.004532
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,2,44,1.000000,11.480283,0.019960,0.012500,0.007554
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,3,44,1.000000,11.318490,0.018548,0.012500,0.006125
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,4,44,1.000000,10.656771,0.019839,0.012500,0.007432
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,5,44,1.000000,9.117746,0.020363,0.012500,0.007962
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,1,45,1.000000,13.598437,0.017500,0.012500,0.005063
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,2,45,1.000000,11.344792,0.020685,0.012500,0.008289
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,3,45,1.000000,10.879241,0.019879,0.012500,0.007472
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,4,45,1.000000,9.644122,0.019637,0.012500,0.007227
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,5,45,1.000000,9.950372,0.018871,0.012500,0.006452
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,1,46,1.000000,14.113021,0.016935,0.012500,0.004492
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,2,46,1.000000,11.495833,0.019073,0.012500,0.006656
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,3,46,1.000000,13.072917,0.018024,0.012500,0.005594
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,4,46,1.000000,11.164807,0.019677,0.012500,0.007268
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.400000,1.9600,5,5,46,1.000000,10.660417,0.017782,0.012500,0.005349
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,1,44,1.000000,13.702455,0.017782,0.012500,0.005349
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,2,44,1.000000,10.729167,0.021734,0.012500,0.009351
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,3,44,1.000000,10.746615,0.021895,0.012500,0.009514
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,4,44,1.000000,10.418080,0.021048,0.012500,0.008657
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,5,44,1.000000,9.670685,0.020161,0.012500,0.007758
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,1,45,1.000000,13.643750,0.018226,0.012500,0.005798
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,2,45,1.000000,11.483408,0.020887,0.012500,0.008493
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,3,45,1.000000,10.394494,0.021492,0.012500,0.009106
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,4,45,1.000000,9.502778,0.020847,0.012500,0.008452
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,5,45,1.000000,9.127307,0.021774,0.012500,0.009392
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,1,46,1.000000,13.921354,0.017661,0.012500,0.005227
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,2,46,1.000000,11.850000,0.019597,0.012500,0.007187
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,3,46,1.000000,11.031027,0.019718,0.012500,0.007309
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,4,46,1.000000,10.483259,0.019879,0.012500,0.007472
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.421267,2.0200,5,5,46,1.000000,10.262240,0.018306,0.012500,0.005880
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,1,44,1.000000,12.113393,0.019960,0.012500,0.007554
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,2,44,1.000000,9.973370,0.023306,0.012500,0.010943
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,3,44,1.000000,7.767241,0.026815,0.012500,0.014496
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,4,44,0.968750,4.870771,0.031371,0.012500,0.019110
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,5,44,0.500000,2.048613,0.039395,0.012500,0.027236
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,1,45,1.000000,14.836458,0.018347,0.012500,0.005921
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,2,45,1.000000,11.749479,0.021331,0.012500,0.008942
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,3,45,1.000000,9.003348,0.022097,0.012500,0.009718
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,4,45,1.000000,8.361682,0.022702,0.012500,0.010331
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,5,45,1.000000,6.254663,0.024315,0.012500,0.011964
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,1,46,1.000000,13.445312,0.018629,0.012500,0.006207
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,2,46,1.000000,11.550818,0.019274,0.012500,0.006860
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,3,46,1.000000,10.854650,0.018185,0.012500,0.005757
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,4,46,1.000000,9.875670,0.020000,0.012500,0.007595
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.449138,2.1000,5,5,46,1.000000,8.434759,0.018871,0.012500,0.006452
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,1,44,1.000000,12.907813,0.020121,0.012500,0.007717
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,2,44,1.000000,10.323239,0.023508,0.012500,0.011147
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,3,44,1.000000,6.861909,0.028871,0.012500,0.016578
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,4,44,0.750000,3.798914,0.037097,0.012500,0.024908
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,5,44,0.406250,1.404207,0.051976,0.012500,0.039976
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,1,45,1.000000,13.785193,0.018669,0.012500,0.006247
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,2,45,1.000000,12.090104,0.020605,0.012500,0.008207
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,3,45,1.000000,11.425000,0.019839,0.012500,0.007432
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,4,45,1.000000,8.668155,0.022218,0.012500,0.009841
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,5,45,1.000000,6.565811,0.027460,0.012500,0.015149
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,1,46,1.000000,12.605729,0.019677,0.012500,0.007268
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,2,46,1.000000,9.859102,0.022702,0.012500,0.010331
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,3,46,1.000000,6.028838,0.029032,0.012500,0.016742
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,4,46,0.937500,3.240964,0.029879,0.012500,0.017599
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.483240,2.2000,5,5,46,0.437500,1.915044,0.033790,0.012500,0.021560
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,1,44,1.000000,12.517560,0.021331,0.012500,0.008942
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,2,44,1.000000,6.911063,0.032379,0.012500,0.020131
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,3,44,0.750000,3.148556,0.048710,0.012500,0.036668
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,4,44,0.281250,1.211935,0.112379,0.012500,0.101143
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,5,44,0.031250,1.010648,0.189476,0.012500,0.179216
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,1,45,1.000000,12.485863,0.019839,0.012500,0.007432
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,2,45,1.000000,9.701562,0.023710,0.012500,0.011352
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,3,45,1.000000,7.311644,0.030605,0.012500,0.018334
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,4,45,1.000000,4.153685,0.035968,0.012500,0.023765
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,5,45,0.343750,1.358575,0.065040,0.012500,0.053205
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,1,46,1.000000,12.627604,0.020968,0.012500,0.008575
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,2,46,1.000000,8.786049,0.026653,0.012500,0.014332
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,3,46,1.000000,5.441976,0.033347,0.012500,0.021111
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,4,46,0.875000,2.356419,0.043750,0.012500,0.031646
gain_x_alpha,4000,50,0.05000,2.500,32,0.4000,2,0.532971,2.3500,5,5,46,0.093750,1.103129,0.058710,0.012500,0.046795
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,1,44,1.000000,12.975260,0.008909,0.012500,-0.003637
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,2,44,1.000000,6.684896,0.008869,0.012500,-0.003677
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,3,44,0.937500,3.027604,0.009147,0.012500,-0.003396
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,4,44,0.562500,1.485677,0.008978,0.012500,-0.003566
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,5,44,0.109375,1.169010,0.008879,0.012500,-0.003667
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,1,45,1.000000,12.694271,0.009335,0.012500,-0.003205
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,2,45,1.000000,6.871094,0.008780,0.012500,-0.003767
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,3,45,0.968750,3.389323,0.009286,0.012500,-0.003255
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,4,45,0.562500,1.570573,0.009752,0.012500,-0.002783
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,5,45,0.156250,1.217969,0.009127,0.012500,-0.003416
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,1,46,1.000000,12.632812,0.009256,0.012500,-0.003285
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,2,46,1.000000,6.704167,0.008810,0.012500,-0.003737
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,3,46,0.890625,2.935156,0.009236,0.012500,-0.003305
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,4,46,0.500000,1.548438,0.009315,0.012500,-0.003225
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.039230,1.0800,5,5,46,0.093750,1.217969,0.009643,0.012500,-0.002893
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,1,44,1.000000,13.042188,0.010179,0.012500,-0.002351
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,2,44,1.000000,7.531250,0.010397,0.012500,-0.002130
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,3,44,1.000000,3.838281,0.009821,0.012500,-0.002712
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,4,44,0.750000,2.011198,0.010298,0.012500,-0.002230
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,5,44,0.187500,1.313802,0.009742,0.012500,-0.002793
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,1,45,1.000000,13.289062,0.010635,0.012500,-0.001889
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,2,45,1.000000,7.654688,0.010337,0.012500,-0.002190
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,3,45,0.984375,4.096615,0.009871,0.012500,-0.002662
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,4,45,0.703125,1.848437,0.010188,0.012500,-0.002341
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,5,45,0.187500,1.299740,0.009901,0.012500,-0.002632
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,1,46,1.000000,12.820052,0.010288,0.012500,-0.002240
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,2,46,1.000000,7.242448,0.010456,0.012500,-0.002070
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,3,46,0.984375,4.086533,0.010198,0.012500,-0.002331
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,4,46,0.734375,1.929725,0.010506,0.012500,-0.002019
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.072381,1.1500,5,5,46,0.328125,1.432813,0.010347,0.012500,-0.002180
gain_x_alpha,4000,50,0.05000,2.500,64,0.8000,2,0.104536,1.2200,5,1,44,1.000000,12.335938,0.011855,0.012500,-0.000653
