n,k,p,M,alpha,T,beta,gain,depth,level,seed,acc,margin,spread,floor,Q
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,1,43,1.000000,14.241146,0.016331,0.012500,0.003879
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,2,43,1.000000,12.397768,0.016976,0.012500,0.004532
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,3,43,1.000000,11.230208,0.018992,0.012500,0.006574
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,4,43,1.000000,12.086458,0.018226,0.012500,0.005798
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,5,43,1.000000,10.902083,0.019113,0.012500,0.006697
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,1,44,1.000000,13.901042,0.017056,0.012500,0.004614
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,2,44,1.000000,12.665104,0.017379,0.012500,0.004941
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,3,44,1.000000,12.187128,0.016331,0.012500,0.003879
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,4,44,1.000000,11.937500,0.016653,0.012500,0.004206
4000,50,0.05,32,0.4,2,0.349074,1.8200,5,5,44,1.000000,10.061458,0.018065,0.012500,0.005635
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,1,42,1.000000,15.677083,0.015565,0.012500,0.003103
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,2,42,1.000000,12.116667,0.018548,0.012500,0.006125
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,3,42,1.000000,11.429688,0.019274,0.012500,0.006860
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,4,42,1.000000,10.017708,0.021008,0.012500,0.008616
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,5,42,1.000000,10.321205,0.019274,0.012500,0.006860
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,1,43,1.000000,14.419271,0.016129,0.012500,0.003675
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,2,43,1.000000,12.734375,0.018427,0.012500,0.006002
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,3,43,1.000000,10.862314,0.019516,0.012500,0.007105
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,4,43,1.000000,10.123214,0.017944,0.012500,0.005512
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,5,43,1.000000,11.346354,0.017903,0.012500,0.005472
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,1,44,1.000000,13.655729,0.016573,0.012500,0.004124
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,2,44,1.000000,12.074554,0.018992,0.012500,0.006574
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,3,44,1.000000,11.806771,0.020323,0.012500,0.007922
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,4,44,1.000000,11.857143,0.019315,0.012500,0.006901
4000,50,0.05,32,0.4,2,0.371131,1.8800,5,5,44,1.000000,10.353646,0.018992,0.012500,0.006574
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,1,42,1.000000,15.676042,0.014718,0.012500,0.002246
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,2,42,1.000000,12.131473,0.019113,0.012500,0.006697
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,3,42,1.000000,10.827604,0.020524,0.012500,0.008126
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,4,42,1.000000,10.119568,0.022702,0.012500,0.010331
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,5,42,1.000000,9.701042,0.019960,0.012500,0.007554
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,1,43,1.000000,14.666667,0.016653,0.012500,0.004206
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,2,43,1.000000,12.003125,0.017540,0.012500,0.005104
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,3,43,1.000000,10.552307,0.019960,0.012500,0.007554
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,4,43,1.000000,11.305729,0.019637,0.012500,0.007227
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,5,43,1.000000,9.706176,0.020403,0.012500,0.008003
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,1,44,1.000000,14.883333,0.016169,0.012500,0.003716
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,2,44,1.000000,12.475000,0.017944,0.012500,0.005512
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,3,44,1.000000,11.913765,0.019194,0.012500,0.006778
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,4,44,1.000000,10.172173,0.020081,0.012500,0.007677
4000,50,0.05,32,0.4,2,0.385641,1.9200,5,5,44,1.000000,10.513021,0.018266,0.012500,0.005839
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,1,42,1.000000,14.489583,0.016290,0.012500,0.003838
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,2,42,1.000000,13.149479,0.020121,0.012500,0.007717
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,3,42,1.000000,12.027083,0.018226,0.012500,0.005798
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,4,42,1.000000,8.892039,0.020282,0.012500,0.007881
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,5,42,1.000000,9.026587,0.020685,0.012500,0.008289
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,1,43,1.000000,13.838690,0.017298,0.012500,0.004859
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,2,43,1.000000,11.781944,0.019919,0.012500,0.007513
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,3,43,1.000000,10.352232,0.021048,0.012500,0.008657
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,4,43,1.000000,10.551786,0.021008,0.012500,0.008616
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,5,43,1.000000,8.637054,0.019677,0.012500,0.007268
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,1,44,1.000000,14.412500,0.016976,0.012500,0.004532
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,2,44,1.000000,11.480283,0.019960,0.012500,0.007554
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,3,44,1.000000,11.318490,0.018548,0.012500,0.006125
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,4,44,1.000000,10.656771,0.019839,0.012500,0.007432
4000,50,0.05,32,0.4,2,0.400000,1.9600,5,5,44,1.000000,9.117746,0.020363,0.012500,0.007962
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,1,42,1.000000,13.455729,0.016411,0.012500,0.003961
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,2,42,1.000000,11.047693,0.021653,0.012500,0.009269
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,3,42,1.000000,10.593229,0.020121,0.012500,0.007717
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,4,42,1.000000,10.211533,0.020645,0.012500,0.008248
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,5,42,1.000000,9.998580,0.018468,0.012500,0.006043
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,1,43,1.000000,13.745313,0.017097,0.012500,0.004655
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,2,43,1.000000,11.809747,0.018790,0.012500,0.006370
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,3,43,1.000000,10.200521,0.019395,0.012500,0.006982
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,4,43,1.000000,10.137574,0.020121,0.012500,0.007717
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,5,43,1.000000,10.355729,0.017944,0.012500,0.005512
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,1,44,1.000000,14.888542,0.017298,0.012500,0.004859
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,2,44,1.000000,11.140551,0.020242,0.012500,0.007840
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,3,44,1.000000,10.797421,0.020484,0.012500,0.008085
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,4,44,1.000000,8.866927,0.021653,0.012500,0.009269
4000,50,0.05,32,0.4,2,0.414214,2.0000,5,5,44,1.000000,9.345573,0.020282,0.012500,0.007881
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,1,42,1.000000,15.610417,0.015282,0.012500,0.002817
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,2,42,1.000000,13.018750,0.018347,0.012500,0.005921
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,3,42,1.000000,11.052976,0.018710,0.012500,0.006288
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,4,42,1.000000,9.703906,0.022460,0.012500,0.010086
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,5,42,1.000000,8.685359,0.021129,0.012500,0.008738
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,1,43,1.000000,14.633854,0.017500,0.012500,0.005063
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,2,43,1.000000,11.395312,0.020766,0.012500,0.008371
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,3,43,1.000000,10.602604,0.022500,0.012500,0.010127
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,4,43,1.000000,9.446577,0.023750,0.012500,0.011392
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,5,43,1.000000,8.249182,0.020685,0.012500,0.008289
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,1,44,1.000000,13.481771,0.017218,0.012500,0.004777
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,2,44,1.000000,10.366890,0.022823,0.012500,0.010453
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,3,44,1.000000,8.713502,0.023266,0.012500,0.010902
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,4,44,1.000000,7.733018,0.022258,0.012500,0.009882
4000,50,0.05,32,0.4,2,0.435270,2.0600,5,5,44,1.000000,5.820913,0.022177,0.012500,0.009800
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,1,42,1.000000,13.256510,0.016815,0.012500,0.004369
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,2,42,1.000000,11.100372,0.022097,0.012500,0.009718
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,3,42,1.000000,8.873927,0.025887,0.012500,0.013557
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,4,42,1.000000,5.425843,0.035323,0.012500,0.023111
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,5,42,0.718750,2.508597,0.051935,0.012500,0.039935
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,1,43,1.000000,13.914062,0.016008,0.012500,0.003552
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,2,43,1.000000,11.365253,0.022863,0.012500,0.010494
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,3,43,1.000000,9.721689,0.023548,0.012500,0.011188
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,4,43,1.000000,6.871652,0.023911,0.012500,0.011556
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,5,43,1.000000,5.213635,0.027540,0.012500,0.015231
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,1,44,1.000000,12.413095,0.018871,0.012500,0.006452
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,2,44,1.000000,9.488529,0.023629,0.012500,0.011270
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,3,44,1.000000,7.894255,0.023266,0.012500,0.010902
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,4,44,0.968750,6.367575,0.024839,0.012500,0.012495
4000,50,0.05,32,0.4,2,0.466288,2.1500,5,5,44,0.781250,3.793589,0.032903,0.012500,0.020661
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,1,42,1.000000,14.159375,0.015403,0.012500,0.002940
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,2,42,1.000000,10.760565,0.022782,0.012500,0.010412
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,3,42,1.000000,7.599663,0.029315,0.012500,0.017027
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,4,42,1.000000,3.725893,0.043871,0.012500,0.031768
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,5,42,0.218750,1.203272,0.082218,0.012500,0.070600
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,1,43,1.000000,14.431250,0.018105,0.012500,0.005676
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,2,43,1.000000,11.733073,0.021492,0.012500,0.009106
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,3,43,1.000000,8.118548,0.029395,0.012500,0.017109
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,4,43,1.000000,4.583037,0.036250,0.012500,0.024051
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,5,43,0.312500,1.323161,0.069113,0.012500,0.057330
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,1,44,1.000000,11.907813,0.021331,0.012500,0.008942
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,2,44,1.000000,8.554464,0.026331,0.012500,0.014006
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,3,44,1.000000,5.472348,0.032177,0.012500,0.019927
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,4,44,0.875000,2.927134,0.034919,0.012500,0.022703
4000,50,0.05,32,0.4,2,0.516575,2.3000,5,5,44,0.437500,1.631453,0.042218,0.012500,0.030094
