n,k,p,M,alpha,T,beta,gain,depth,level,seed,acc,margin,spread,floor,Q
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,4,43,1.000000,6.558594,0.013730,0.012500,0.001246
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,5,43,1.000000,5.196205,0.014058,0.012500,0.001577
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,1,44,1.000000,12.709896,0.014038,0.012500,0.001557
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,2,44,1.000000,10.833594,0.014157,0.012500,0.001678
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,3,44,1.000000,8.330729,0.015347,0.012500,0.002883
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,4,44,1.000000,6.943229,0.014931,0.012500,0.002461
4000,50,0.05,64,0.8,2,0.224745,1.5000,5,5,44,0.984375,5.438914,0.014772,0.012500,0.002301
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,1,42,1.000000,12.621094,0.015149,0.012500,0.002682
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,2,42,1.000000,10.964063,0.016339,0.012500,0.003888
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,3,42,1.000000,9.565885,0.016657,0.012500,0.004209
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,4,42,1.000000,8.378051,0.016062,0.012500,0.003607
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,5,42,1.000000,6.870908,0.016419,0.012500,0.003968
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,1,43,1.000000,13.202344,0.015387,0.012500,0.002923
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,2,43,1.000000,10.851302,0.016161,0.012500,0.003707
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,3,43,1.000000,9.305692,0.017341,0.012500,0.004903
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,4,43,1.000000,7.663021,0.017153,0.012500,0.004712
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,5,43,1.000000,6.750595,0.017093,0.012500,0.004651
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,1,44,1.000000,13.458929,0.014603,0.012500,0.002130
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,2,44,1.000000,10.616406,0.016647,0.012500,0.004199
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,3,44,1.000000,9.613021,0.015615,0.012500,0.003155
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,4,44,1.000000,7.468769,0.016875,0.012500,0.004430
4000,50,0.05,64,0.8,2,0.284523,1.6500,5,5,44,1.000000,6.442374,0.016300,0.012500,0.003848
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,1,42,1.000000,12.652083,0.016240,0.012500,0.003787
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,2,42,1.000000,9.988728,0.017768,0.012500,0.005335
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,3,42,1.000000,8.782775,0.018651,0.012500,0.006229
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,4,42,1.000000,7.588653,0.019762,0.012500,0.007354
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,5,42,1.000000,5.061448,0.021250,0.012500,0.008861
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,1,43,1.000000,12.971354,0.016508,0.012500,0.004059
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,2,43,1.000000,10.664844,0.016329,0.012500,0.003878
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,3,43,1.000000,9.514844,0.017401,0.012500,0.004963
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,4,43,1.000000,8.043025,0.018313,0.012500,0.005887
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,5,43,1.000000,7.776488,0.016776,0.012500,0.004330
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,1,44,1.000000,13.422135,0.015526,0.012500,0.003064
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,2,44,1.000000,10.628385,0.016994,0.012500,0.004551
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,3,44,1.000000,9.105122,0.018383,0.012500,0.005957
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,4,44,1.000000,8.227462,0.017192,0.012500,0.004752
4000,50,0.05,64,0.8,2,0.322876,1.7500,5,5,44,1.000000,7.460119,0.017282,0.012500,0.004842
